team_id,player_name,pos,weight,player_img,height,hgt,stre,spd,jmp,endu,ins,dnk,ft,fg,tp,diq,oiq,drb,pss,reb,jersery_number,conference_id,division_id,region,team_name,team_abbrev,colors,team_img,team_img_small,color_0,color_1,color_2
4,DeMar DeRozan,F,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201942.png,78,50,49,79,60,73,76,94,66,98,37,36,71,74,50,59,,0.0,1.0,Chicago,Bulls,CHI,"['#CE1141', '#FFFFFF', '#000000']",https://i.imgur.com/Nulx9UE.png,https://i.imgur.com/T8ApQxR.png,#CE1141,#FFFFFF,#000000
18,Jonas Valanciunas,C,265.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202685.png,83,69,84,41,50,40,60,85,60,81,38,43,68,40,49,94,,1.0,3.0,New Orleans,Pelicans,NOP,"['#0C2340', '#C8102E', '#85714D']",https://i.imgur.com/eUddr3j.png,https://i.imgur.com/ysbNihB.png,#0C2340,#C8102E,#85714D
1,Jrue Holiday,G,205.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png,75,39,60,60,73,65,57,77,54,97,55,68,63,56,67,55,,0.0,0.0,Boston,Celtics,BOS,"['#007A33', '#ffffff', '#ffffff']",https://i.imgur.com/xKp3GGG.png,https://i.imgur.com/Jts3BXK.png,#007A33,#ffffff,#ffffff
25,De'Aaron Fox,PG,185.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png,75,34,52,93,80,82,73,96,55,98,41,34,71,53,55,68,,1.0,5.0,Sacramento,Kings,SAC,"['#5a2d81', '#ffffff', '#63727a']",https://i.imgur.com/WgHr0BH.png,https://i.imgur.com/qYg12Er.png,#5a2d81,#ffffff,#63727a
12,Kawhi Leonard,GF,225.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202695.png,79,55,63,64,50,54,73,88,68,94,46,62,71,69,50,66,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
7,Michael Porter Jr.,SF,218.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629008.png,82,60,57,62,56,60,69,45,62,96,70,42,74,43,42,74,,1.0,4.0,Denver,Nuggets,DEN,"['#0E2240', '#FEC524', '#8B2131']",https://i.imgur.com/qdYVFSV.png,https://i.imgur.com/xyFKqng.png,#0E2240,#FEC524,#8B2131
26,Victor Wembanyama,FC,230.0,https://cdn.nba.com/headshots/nba/latest/260x190/1641705.png,88,85,35,46,60,48,67,62,60,88,44,53,65,46,43,63,1,1.0,3.0,San Antonio,Spurs,SAS,"['#000000', '#c4ced4', '#c4ced4']",https://i.imgur.com/yXLRt2y.png,https://i.imgur.com/HSDTN4L.png,#000000,#c4ced4,#c4ced4
9,Klay Thompson,GF,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202691.png,78,49,55,54,61,61,70,50,64,94,84,43,76,40,53,48,,1.0,5.0,Golden State,Warriors,GSW,"['#1D428A', '#ffc72c', '#ffc72c']",https://i.imgur.com/lPL67qh.png,https://i.imgur.com/46Wu1vc.png,#1D428A,#ffc72c,#ffc72c
9,Stephen Curry,PG,185.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201939.png,74,37,45,74,60,60,83,91,78,79,98,59,72,58,69,75,,1.0,5.0,Golden State,Warriors,GSW,"['#1D428A', '#ffc72c', '#ffc72c']",https://i.imgur.com/lPL67qh.png,https://i.imgur.com/46Wu1vc.png,#1D428A,#ffc72c,#ffc72c
12,Russell Westbrook,PG,200.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201566.png,75,40,42,72,74,70,90,80,39,64,40,28,57,59,71,95,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
20,Shai Gilgeous-Alexander,G,180.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628983.png,77,46,45,88,76,75,79,98,74,92,35,46,74,81,41,62,,1.0,4.0,Oklahoma City,Thunder,OKC,"['#007ac1', '#ffffff', '#ef3b24']",https://i.imgur.com/fsQiSlP.png,https://i.imgur.com/ifBY6ON.png,#007ac1,#ffffff,#ef3b24
18,Zion Williamson,PF,284.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629627.png,79,48,88,72,86,63,90,95,39,59,32,32,73,48,57,69,,1.0,3.0,New Orleans,Pelicans,NOP,"['#0C2340', '#C8102E', '#85714D']",https://i.imgur.com/eUddr3j.png,https://i.imgur.com/ysbNihB.png,#0C2340,#C8102E,#85714D
0,Dejounte Murray,G,180.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627749.png,76,43,33,72,65,80,60,65,55,97,44,65,78,55,60,77,,0.0,2.0,Atlanta,Hawks,ATL,"['#c8102e', '#ffffff', '#fdb927']",https://i.imgur.com/i1TZWrw.png,https://i.imgur.com/bFOmyEh.png,#c8102e,#ffffff,#fdb927
12,James Harden,G,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png,77,45,30,75,64,80,95,95,69,10,70,44,48,92,70,93,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
13,Austin Reaves,GF,197.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630559.png,77,42,30,65,64,82,48,99,66,20,68,33,51,81,47,53,,1.0,5.0,Los Angeles,Lakers,LAL,"['#FDB927', '#552583', '#000000']",https://content.sportslogos.net/logos/6/237/full/los_angeles_lakers_logo_primary_2024_sportslogosnet-7324.png,https://i.imgur.com/Xwr5PFQ.png,#FDB927,#552583,#000000
8,Cade Cunningham,G,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630595.png,78,50,56,57,59,61,62,62,65,75,46,50,62,54,56,68,,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
13,Anthony Davis,FC,253.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203076.png,82,66,62,58,73,76,89,84,47,96,26,49,71,63,50,82,,1.0,5.0,Los Angeles,Lakers,LAL,"['#FDB927', '#552583', '#000000']",https://content.sportslogos.net/logos/6/237/full/los_angeles_lakers_logo_primary_2024_sportslogosnet-7324.png,https://i.imgur.com/Xwr5PFQ.png,#FDB927,#552583,#000000
6,Dereck Lively II,C,230.0,https://cdn.nba.com/headshots/nba/latest/260x190/1641726.png,84,70,58,50,58,87,41,71,30,40,20,45,59,35,32,66,2,1.0,3.0,Dallas,Mavericks,DAL,"['#0064b1', '#bbc4ca', '#000000']",https://i.imgur.com/OGDsVKN.png,https://i.imgur.com/kK4kDaz.png,#0064b1,#bbc4ca,#000000
23,Kevin Durant,F,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201142.png,82,60,70,72,67,74,93,87,72,87,46,35,80,59,55,68,,1.0,5.0,Phoenix,Suns,PHX,"['#1d1160', '#e56020', '#000000']",https://i.imgur.com/hyi60nj.png,https://i.imgur.com/UwbWcAg.png,#1d1160,#e56020,#000000
28,Collin Sexton,G,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629012.png,73,30,37,77,50,45,70,91,60,79,45,34,68,58,43,62,,1.0,4.0,Utah,Jazz,UTA,"['#fff21f', '#000000', '#000000']",https://i.imgur.com/jWkcCCN.png,https://i.imgur.com/m1XTrDh.png,#fff21f,#000000,#000000
15,Jimmy Butler,F,230.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202710.png,79,45,70,79,55,57,67,99,66,80,34,66,70,73,59,68,,0.0,2.0,Miami,Heat,MIA,"['#000000', '#ffffff', '#98002e']",https://i.imgur.com/GpjJXPd.png,https://i.imgur.com/DIKI6hY.png,#000000,#ffffff,#98002e
13,D'Angelo Russell,G,193.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626156.png,76,42,38,65,68,50,48,80,60,76,66,43,58,60,63,53,,1.0,5.0,Los Angeles,Lakers,LAL,"['#FDB927', '#552583', '#000000']",https://content.sportslogos.net/logos/6/237/full/los_angeles_lakers_logo_primary_2024_sportslogosnet-7324.png,https://i.imgur.com/Xwr5PFQ.png,#FDB927,#552583,#000000
3,Terry Rozier,G,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626179.png,73,33,28,70,71,63,53,78,61,74,76,40,56,68,56,73,,0.0,2.0,Charlotte,Hornets,CHA,"['#00788C', '#1d1160', '#A1A1A4']",https://i.imgur.com/hW7G08N.png,https://i.imgur.com/vXDPD5H.png,#00788C,#1d1160,#A1A1A4
13,Jarred Vanderbilt,PF,214.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629020.png,81,55,45,68,44,15,30,70,28,38,38,63,55,40,58,86,,1.0,5.0,Los Angeles,Lakers,LAL,"['#FDB927', '#552583', '#000000']",https://content.sportslogos.net/logos/6/237/full/los_angeles_lakers_logo_primary_2024_sportslogosnet-7324.png,https://i.imgur.com/Xwr5PFQ.png,#FDB927,#552583,#000000
18,C.J. McCollum,G,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203468.png,75,36,34,61,71,70,67,76,57,96,65,45,74,62,53,62,,1.0,3.0,New Orleans,Pelicans,NOP,"['#0C2340', '#C8102E', '#85714D']",https://i.imgur.com/eUddr3j.png,https://i.imgur.com/ysbNihB.png,#0C2340,#C8102E,#85714D
18,Brandon Ingram,GF,190.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627742.png,79,62,48,65,51,72,61,90,66,98,50,30,64,63,55,66,,1.0,3.0,New Orleans,Pelicans,NOP,"['#0C2340', '#C8102E', '#85714D']",https://i.imgur.com/eUddr3j.png,https://i.imgur.com/ysbNihB.png,#0C2340,#C8102E,#85714D
17,Mike Conley,PG,175.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201144.png,73,32,58,74,63,60,35,54,62,40,68,57,65,58,54,57,,1.0,4.0,Minnesota,Timberwolves,MIN,"['#0c2340', '#ffffff', '#236192']",https://i.imgur.com/037yAWf.png,https://i.imgur.com/tVyaRnG.png,#0c2340,#ffffff,#236192
4,Patrick Williams,PF,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630172.png,79,54,58,55,62,60,40,65,55,56,56,49,55,45,44,55,,0.0,1.0,Chicago,Bulls,CHI,"['#CE1141', '#FFFFFF', '#000000']",https://i.imgur.com/Nulx9UE.png,https://i.imgur.com/T8ApQxR.png,#CE1141,#FFFFFF,#000000
8,Ausar Thompson,GF,215.0,https://cdn.nba.com/headshots/nba/latest/260x190/1641709.png,79,49,41,75,85,60,45,62,39,50,42,45,53,48,48,88,9,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
7,Kentavious Caldwell-Pope,GF,204.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203484.png,77,41,50,62,60,83,35,60,64,68,72,46,55,55,45,62,,1.0,4.0,Denver,Nuggets,DEN,"['#0E2240', '#FEC524', '#8B2131']",https://i.imgur.com/qdYVFSV.png,https://i.imgur.com/xyFKqng.png,#0E2240,#FEC524,#8B2131
13,LeBron James,F,250.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/2544.png,81,57,78,66,62,77,90,86,41,94,47,43,82,53,69,68,,1.0,5.0,Los Angeles,Lakers,LAL,"['#FDB927', '#552583', '#000000']",https://content.sportslogos.net/logos/6/237/full/los_angeles_lakers_logo_primary_2024_sportslogosnet-7324.png,https://i.imgur.com/Xwr5PFQ.png,#FDB927,#552583,#000000
4,Nikola Vucevic,C,260.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202696.png,82,70,75,39,30,74,70,45,53,97,42,55,80,40,50,79,,0.0,1.0,Chicago,Bulls,CHI,"['#CE1141', '#FFFFFF', '#000000']",https://i.imgur.com/Nulx9UE.png,https://i.imgur.com/T8ApQxR.png,#CE1141,#FFFFFF,#000000
6,Kyrie Irving,PG,195.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202681.png,74,37,30,60,74,83,76,80,71,99,67,49,70,93,49,74,,1.0,3.0,Dallas,Mavericks,DAL,"['#0064b1', '#bbc4ca', '#000000']",https://i.imgur.com/OGDsVKN.png,https://i.imgur.com/kK4kDaz.png,#0064b1,#bbc4ca,#000000
6,Dwight Powell,C,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203939.png,82,66,60,44,50,25,48,95,53,38,30,49,68,30,46,74,,1.0,3.0,Dallas,Mavericks,DAL,"['#0064b1', '#bbc4ca', '#000000']",https://i.imgur.com/OGDsVKN.png,https://i.imgur.com/kK4kDaz.png,#0064b1,#bbc4ca,#000000
12,Paul George,F,220.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202331.png,80,56,70,75,47,67,74,75,65,81,70,56,64,53,60,70,,1.0,5.0,Los Angeles,Clippers,LAC,"['#1d428a', '#BEC0C2', '#c8102E']",https://i.imgur.com/3WRLhVA.png,https://i.imgur.com/fm3b2SJ.png,#1d428a,#BEC0C2,#c8102E
8,Isaiah Stewart,C,250.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630191.png,80,60,70,45,59,63,40,68,42,54,48,40,61,33,43,85,,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
17,Karl-Anthony Towns,C,248.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626157.png,83,70,60,50,50,66,72,95,62,67,59,51,64,55,53,73,,1.0,4.0,Minnesota,Timberwolves,MIN,"['#0c2340', '#ffffff', '#236192']",https://i.imgur.com/037yAWf.png,https://i.imgur.com/tVyaRnG.png,#0c2340,#ffffff,#236192
7,Nikola Jokic,C,284.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203999.png,83,69,90,49,34,54,96,94,67,85,38,50,89,51,69,92,,1.0,4.0,Denver,Nuggets,DEN,"['#0E2240', '#FEC524', '#8B2131']",https://i.imgur.com/qdYVFSV.png,https://i.imgur.com/xyFKqng.png,#0E2240,#FEC524,#8B2131
11,Tyrese Haliburton,PG,185.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png,77,44,30,61,70,74,46,83,67,79,74,60,66,61,66,52,,0.0,1.0,Indiana,Pacers,IND,"['#002D62', '#FDBB30', '#BEC0C2']",https://i.imgur.com/9MYESXY.png,https://i.imgur.com/kb9F5EN.png,#002D62,#FDBB30,#BEC0C2
15,Tyler Herro,G,195.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629639.png,77,38,35,65,50,65,68,80,65,77,72,42,66,51,57,76,,0.0,2.0,Miami,Heat,MIA,"['#000000', '#ffffff', '#98002e']",https://i.imgur.com/GpjJXPd.png,https://i.imgur.com/DIKI6hY.png,#000000,#ffffff,#98002e
3,LaMelo Ball,PG,180.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630163.png,78,48,30,68,55,60,74,50,68,75,68,55,62,64,66,83,,0.0,2.0,Charlotte,Hornets,CHA,"['#00788C', '#1d1160', '#A1A1A4']",https://i.imgur.com/hW7G08N.png,https://i.imgur.com/vXDPD5H.png,#00788C,#1d1160,#A1A1A4
2,Spencer Dinwiddie,G,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203915.png,78,44,43,75,61,78,45,90,58,60,60,35,59,59,60,68,,0.0,0.0,Brooklyn,Nets,BKN,"['#000000', '#FFFFFF', '#000000']",https://i.imgur.com/lDrufi8.png,https://i.imgur.com/hehPiuV.png,#000000,#FFFFFF,#000000
4,Zach LaVine,GF,200.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203897.png,77,44,40,85,73,88,59,96,67,73,74,26,60,52,57,61,,0.0,1.0,Chicago,Bulls,CHI,"['#CE1141', '#FFFFFF', '#000000']",https://i.imgur.com/Nulx9UE.png,https://i.imgur.com/T8ApQxR.png,#CE1141,#FFFFFF,#000000
22,Nicolas Batum,PF,230.0,https://a.espncdn.com/combiner/i?img=/i/headshots/nba/players/full/3416.png,81,55,53,50,51,28,45,25,60,52,73,53,65,44,47,56,,0.0,0.0,Philadelphia,76ers,PHI,"['#2c386b', '#ffffff', '#b90728']",https://i.imgur.com/LfVzjKN.png,https://i.imgur.com/Paxjuko.png,#2c386b,#ffffff,#b90728
22,Patrick Beverley,PG,180.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201976.png,73,38,35,50,87,64,42,48,46,40,58,65,60,59,56,67,,0.0,0.0,Philadelphia,76ers,PHI,"['#2c386b', '#ffffff', '#b90728']",https://i.imgur.com/LfVzjKN.png,https://i.imgur.com/Paxjuko.png,#2c386b,#ffffff,#b90728
19,R.J. Barrett,GF,214.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629628.png,78,46,55,66,64,99,69,91,43,81,47,32,73,45,43,78,,0.0,0.0,New York,Knicks,NYK,"['#006BB6', '#F58426', '#BEC0C2']",https://i.imgur.com/5sMoAPA.png,https://i.imgur.com/nvApVkz.png,#006BB6,#F58426,#BEC0C2
27,Pascal Siakam,FC,230.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627783.png,80,59,64,70,50,81,64,84,53,96,40,46,71,59,56,70,,0.0,0.0,Toronto,Raptors,TOR,"['#ce1141', '#000000', '#ce1141']",https://upload.wikimedia.org/wikipedia/en/thumb/3/36/Toronto_Raptors_logo.svg/1024px-Toronto_Raptors_logo.svg.png,https://i.imgur.com/RIJMbvD.png,#ce1141,#000000,#ce1141
9,Chris Paul,PG,175.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/101108.png,72,30,58,73,59,50,38,71,67,62,48,66,63,71,72,74,,1.0,5.0,Golden State,Warriors,GSW,"['#1D428A', '#ffc72c', '#ffc72c']",https://i.imgur.com/lPL67qh.png,https://i.imgur.com/46Wu1vc.png,#1D428A,#ffc72c,#ffc72c
5,Darius Garland,PG,192.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629636.png,73,33,50,74,55,94,77,88,67,85,60,40,64,59,66,61,,0.0,1.0,Cleveland,Cavaliers,CLE,"['#72253d', '#b4975a', '#72253d']",https://i.imgur.com/9xq1vir.png,https://i.imgur.com/0SjE4B4.png,#72253d,#b4975a,#72253d
1,Kristaps Porzingis,C,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png,87,70,68,46,56,50,58,96,67,92,55,50,69,51,47,75,,0.0,0.0,Boston,Celtics,BOS,"['#007A33', '#ffffff', '#ffffff']",https://i.imgur.com/xKp3GGG.png,https://i.imgur.com/Jts3BXK.png,#007A33,#ffffff,#ffffff
15,Kyle Lowry,PG,196.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/200768.png,72,27,50,65,73,85,61,79,67,33,70,57,57,58,65,79,,0.0,2.0,Miami,Heat,MIA,"['#000000', '#ffffff', '#98002e']",https://i.imgur.com/GpjJXPd.png,https://i.imgur.com/DIKI6hY.png,#000000,#ffffff,#98002e
8,Jaden Ivey,SG,195.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631093.png,76,39,44,82,77,74,58,84,45,55,46,29,51,56,49,64,,0.0,1.0,Detroit,Pistons,DET,"['#1d428a', '#c8102e', '#bec0c2']",https://i.imgur.com/uF4RvQt.png,https://i.imgur.com/XKpV0aX.png,#1d428a,#c8102e,#bec0c2
24,Jerami Grant,F,210.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203924.png,80,53,55,58,64,87,67,85,59,75,44,48,71,46,46,52,,1.0,4.0,Portland,Trail Blazers,POR,"['#000000', '#ffffff', '#c8102e']",https://i.imgur.com/IfjmjFJ.png,https://i.imgur.com/u1iRngy.png,#000000,#ffffff,#c8102e
0,Clint Capela,C,240.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203991.png,82,68,85,55,75,72,56,90,18,57,3,47,65,24,24,95,,0.0,2.0,Atlanta,Hawks,ATL,"['#c8102e', '#ffffff', '#fdb927']",https://i.imgur.com/i1TZWrw.png,https://i.imgur.com/bFOmyEh.png,#c8102e,#ffffff,#fdb927
14,Desmond Bane,GF,215.0,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630217.png,77,39,55,59,73,50,58,66,79,84,89,48,74,55,52,67,,1.0,3.0,Memphis,Grizzlies,MEM,"['#5D76A9', '#12173F', '#F5B112']",https://i.imgur.com/8A1a3zw.png,https://i.imgur.com/mRTBrVV.png,#5D76A9,#12173F,#F5B112
